image_id,kind,x,y,h_c,ring,patch_size,orig_path,radius_px,gamma_decay,combine_mode,codec
Test_SRC0027,cold,315,421,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_001_x315_y421.png,60,1.6,max,JPEG
Test_SRC0027,cold,431,197,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_002_x431_y197.png,60,1.6,max,JPEG
Test_SRC0027,cold,31,206,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_003_x31_y206.png,60,1.6,max,JPEG
Test_SRC0027,cold,53,107,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_004_x53_y107.png,60,1.6,max,JPEG
Test_SRC0027,cold,467,345,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_005_x467_y345.png,60,1.6,max,JPEG
Test_SRC0027,cold,321,345,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_006_x321_y345.png,60,1.6,max,JPEG
Test_SRC0027,cold,193,145,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_007_x193_y145.png,60,1.6,max,JPEG
Test_SRC0027,cold,441,436,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_008_x441_y436.png,60,1.6,max,JPEG
Test_SRC0027,cold,258,457,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_009_x258_y457.png,60,1.6,max,JPEG
Test_SRC0027,cold,224,384,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_010_x224_y384.png,60,1.6,max,JPEG
Test_SRC0027,cold,221,230,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_011_x221_y230.png,60,1.6,max,JPEG
Test_SRC0027,cold,527,168,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_012_x527_y168.png,60,1.6,max,JPEG
Test_SRC0027,cold,48,337,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_013_x48_y337.png,60,1.6,max,JPEG
Test_SRC0027,cold,200,23,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_014_x200_y23.png,60,1.6,max,JPEG
Test_SRC0027,cold,460,152,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0027_cold_015_x460_y152.png,60,1.6,max,JPEG
Test_SRC0045,hot,197,331,0.8978099226951599,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_000_x197_y331.png,60,1.6,max,JPEG
Test_SRC0045,hot,597,291,0.9033505320549011,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_001_x597_y291.png,60,1.6,max,JPEG
Test_SRC0045,hot,604,297,0.9037492871284485,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_002_x604_y297.png,60,1.6,max,JPEG
Test_SRC0045,hot,49,58,0.6967882513999939,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_003_x49_y58.png,60,1.6,max,JPEG
Test_SRC0045,hot,218,341,0.5504989624023438,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_004_x218_y341.png,60,1.6,max,JPEG
Test_SRC0045,hot,26,30,0.8355510830879211,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_005_x26_y30.png,60,1.6,max,JPEG
Test_SRC0045,hot,599,314,0.9217458963394165,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_006_x599_y314.png,60,1.6,max,JPEG
Test_SRC0045,hot,168,336,0.7209922075271606,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_007_x168_y336.png,60,1.6,max,JPEG
Test_SRC0045,hot,569,307,0.7814334034919739,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_008_x569_y307.png,60,1.6,max,JPEG
Test_SRC0045,hot,225,308,0.5256991982460022,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_009_x225_y308.png,60,1.6,max,JPEG
Test_SRC0045,hot,222,317,0.614651083946228,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_010_x222_y317.png,60,1.6,max,JPEG
Test_SRC0045,hot,207,336,0.7573801279067993,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_011_x207_y336.png,60,1.6,max,JPEG
Test_SRC0045,hot,553,311,0.48515355587005615,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_012_x553_y311.png,60,1.6,max,JPEG
Test_SRC0045,hot,612,276,0.5891915559768677,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_013_x612_y276.png,60,1.6,max,JPEG
Test_SRC0045,hot,192,338,0.8379983901977539,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_014_x192_y338.png,60,1.6,max,JPEG
Test_SRC0045,hot,40,86,0.45313066244125366,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_015_x40_y86.png,60,1.6,max,JPEG
Test_SRC0045,hot,595,282,0.796185314655304,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_016_x595_y282.png,60,1.6,max,JPEG
Test_SRC0045,hot,626,303,0.596703290939331,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_017_x626_y303.png,60,1.6,max,JPEG
Test_SRC0045,hot,36,46,0.8989907503128052,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_018_x36_y46.png,60,1.6,max,JPEG
Test_SRC0045,hot,57,33,0.5086374282836914,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_019_x57_y33.png,60,1.6,max,JPEG
Test_SRC0045,hot,211,287,0.5014840364456177,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_020_x211_y287.png,60,1.6,max,JPEG
Test_SRC0045,hot,177,284,0.5385966300964355,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_021_x177_y284.png,60,1.6,max,JPEG
Test_SRC0045,hot,183,344,0.7422971725463867,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_022_x183_y344.png,60,1.6,max,JPEG
Test_SRC0045,hot,556,322,0.47207769751548767,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_023_x556_y322.png,60,1.6,max,JPEG
Test_SRC0045,hot,189,315,0.9868703484535217,0,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_024_x189_y315.png,60,1.6,max,JPEG
Test_SRC0045,hot,182,333,0.8835093975067139,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_025_x182_y333.png,60,1.6,max,JPEG
Test_SRC0045,hot,152,307,0.5001621246337891,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_026_x152_y307.png,60,1.6,max,JPEG
Test_SRC0045,hot,588,264,0.4731207489967346,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_027_x588_y264.png,60,1.6,max,JPEG
Test_SRC0045,hot,221,332,0.5866953134536743,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_028_x221_y332.png,60,1.6,max,JPEG
Test_SRC0045,hot,185,300,0.8355510830879211,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_029_x185_y300.png,60,1.6,max,JPEG
Test_SRC0045,hot,184,289,0.6628125905990601,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_030_x184_y289.png,60,1.6,max,JPEG
Test_SRC0045,hot,51,69,0.5734446048736572,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_031_x51_y69.png,60,1.6,max,JPEG
Test_SRC0045,hot,555,300,0.5342875719070435,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_032_x555_y300.png,60,1.6,max,JPEG
Test_SRC0045,hot,622,294,0.6411128044128418,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_033_x622_y294.png,60,1.6,max,JPEG
Test_SRC0045,hot,610,317,0.796185314655304,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_034_x610_y317.png,60,1.6,max,JPEG
Test_SRC0045,hot,14,59,0.9155045747756958,1,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_035_x14_y59.png,60,1.6,max,JPEG
Test_SRC0045,hot,574,333,0.5944739580154419,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_036_x574_y333.png,60,1.6,max,JPEG
Test_SRC0045,hot,210,310,0.7866491675376892,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_037_x210_y310.png,60,1.6,max,JPEG
Test_SRC0045,hot,608,308,0.8733476996421814,2,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_038_x608_y308.png,60,1.6,max,JPEG
Test_SRC0045,hot,27,81,0.6271120309829712,4,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_hot_039_x27_y81.png,60,1.6,max,JPEG
Test_SRC0045,cold,196,50,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_000_x196_y50.png,60,1.6,max,JPEG
Test_SRC0045,cold,114,105,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_001_x114_y105.png,60,1.6,max,JPEG
Test_SRC0045,cold,601,22,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_002_x601_y22.png,60,1.6,max,JPEG
Test_SRC0045,cold,296,441,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_003_x296_y441.png,60,1.6,max,JPEG
Test_SRC0045,cold,333,232,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_004_x333_y232.png,60,1.6,max,JPEG
Test_SRC0045,cold,262,300,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_005_x262_y300.png,60,1.6,max,JPEG
Test_SRC0045,cold,592,112,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_006_x592_y112.png,60,1.6,max,JPEG
Test_SRC0045,cold,59,229,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_007_x59_y229.png,60,1.6,max,JPEG
Test_SRC0045,cold,382,439,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_008_x382_y439.png,60,1.6,max,JPEG
Test_SRC0045,cold,108,301,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_009_x108_y301.png,60,1.6,max,JPEG
Test_SRC0045,cold,409,309,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_010_x409_y309.png,60,1.6,max,JPEG
Test_SRC0045,cold,518,265,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_011_x518_y265.png,60,1.6,max,JPEG
Test_SRC0045,cold,517,462,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_012_x517_y462.png,60,1.6,max,JPEG
Test_SRC0045,cold,509,67,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_013_x509_y67.png,60,1.6,max,JPEG
Test_SRC0045,cold,519,442,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_014_x519_y442.png,60,1.6,max,JPEG
Test_SRC0045,cold,476,207,0.0,7,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0045_cold_015_x476_y207.png,60,1.6,max,JPEG
Test_SRC0058,hot,42,49,0.6804264187812805,3,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0058_hot_000_x42_y49.png,60,1.6,max,BPG
Test_SRC0058,hot,14,428,0.5184828639030457,5,20,c:\Users\YehonatanR\OneDrive\Documents\HIT Computer Science\3rd\PixelQuality\PythonProject\dataset\orig_patches\Test_SRC0058_hot_001_x14_y428.png,60,1.6,max,BPG
